Row,ReportTime,TimeEntered,Filled,BrokerName,Trader,Client,TraderName,BidPrice,AskPrice,AskBroker,AskBrokerName,AskClient,AskTrader,TransVal,Security,Security Name,BidBroker,BidBrokerName,BidClient,BidTrader,Long Name,Date,Price,Active,Annfo Id,Annfo Securities,Annfo Title,Annfo Type,AskBrokerShortName,AskFlags,AskOrderId,AskPretradeVol,AskTimeEntered,AskTradedQty,BestAskQuoteVol,BestAskVol,BestBidPrice,BestBidQuotePrice,BestBidQuoteVol,BestBidVol,BidBrokerShortName,BidFlags,BidOrderId,BidPretradeVol,BidTimeEntered,BidTradedQty,Long Name[Ask],Long Name[Bid],BrokerShortName,BS,ChangeVol,Security long name,Instrument Type,CounterBroker,CounterBrokerName,CounterClient,CounterTrader,Currency,DateOfMat,DaysToMat,DeleteReason,DeltaVol,DiscVol,EntryId,FAV Source Midfix,Security FD,Flags,Security FM,Security IG,Maturity date,Security MK,Number of Attachments,OrderId,Security PV,PrevPrice,Security PB,PriceTik,Security PY,Underlying instrument,RemainingVol,Session,Security MS,Tik table,Security TV,Time,TradedQty,TradeId,TransVol,Type,UndiscVol
11,,8:30:00,F,UOB KAY HIAN PTE LTD,05-248700,05-2064835,FANG HUAN YONG,,0.035,5,UOB KAY HIAN PTE LTD,05-2064835,05-248700,10500,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.0175,Y,,,,,UOB,FF,407,,8:30:00,,300000,5706000,0.03,0.03,0,6203000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 300000,GOLDTRON LIMITED,,,,,,SGD,,,,300000,300000,407,,,FF,,,,,,407,,0.035,,0,,,300000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:00,0,,300000,ENTER,0
12,,8:30:01,F,UOB KAY HIAN PTE LTD,05-056600,05-1364759,LIM SOH CHENG,,0.035,5,UOB KAY HIAN PTE LTD,05-1364759,05-056600,11200,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.0175,Y,,,,,UOB,RA,546,,8:30:01,,320000,6006000,0.03,0.03,0,6203000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 320000,GOLDTRON LIMITED,,,,,,SGD,,,,320000,320000,546,,,RA,,,,,,546,,0.035,,0,,,320000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,320000,ENTER,0
13,,8:30:01,F,UOB KAY HIAN PTE LTD,05-158300,05-0890521,HENG S T RICHARD,,0.04,5,UOB KAY HIAN PTE LTD,05-0890521,05-158300,55040,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.02,Y,,,,,UOB,,562,,8:30:01,,1376000,6326000,0.03,0.03,0,6203000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 1376000,GOLDTRON LIMITED,,,,,,SGD,,,,1376000,1376000,562,,,,,,,,,562,,0.035,,0.005,,,1376000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,1376000,ENTER,0
14,,8:30:01,F,DBS VICKERS SECURITIES (S) PTE LTD,29-229800,29-0180847,SILVARAJU S/O K.K.,,0.035,29,DBS VICKERS SECURITIES (S) PTE LTD,29-0180847,29-229800,35000,GOLDTRON,GOLDTRON LIMITED,,,,,DBS VICKERS SECURITIES (S) PTE LTD,4/26/2007,0.0175,Y,,,,,DBS,RA,582,,8:30:01,,1000000,6326000,0.03,0.03,0,6203000,,,,,,,DBS VICKERS SECURITIES (S) PTE LTD,,DBS,Ask,0 + 1000000,GOLDTRON LIMITED,,,,,,SGD,,,,1000000,1000000,582,,,RA,,,,,,582,,0.035,,0,,,1000000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,1000000,ENTER,0
15,,8:30:01,F,UOB KAY HIAN PTE LTD,05-008100,05-0640242,NG YAN THO,0.03,,,,,,137010,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-0640242,05-008100,UOB KAY HIAN PTE LTD,4/26/2007,0.015,Y,,,,,,,,,,,0,7326000,0.03,0.03,4567000,6203000,UOB,FF,593,,8:30:01,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 4567000,GOLDTRON LIMITED,,,,,,SGD,,,,4567000,4567000,593,,,FF,,,,,,593,,0.035,,-0.005,,,4567000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,4567000,ENTER,0
16,,8:30:01,F,UOB KAY HIAN PTE LTD,05-072604,05-3103947,LEE HOW JIN,0.025,,,,,,7350,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-3103947,05-072604,UOB KAY HIAN PTE LTD,4/26/2007,0.0125,Y,,,,,,,,,,,0,7326000,0.03,0.03,294000,10770000,UOB,,601,,8:30:01,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 294000,GOLDTRON LIMITED,,,,,,SGD,,,,294000,294000,601,,,,,,,,,601,,0.035,,-0.01,,,294000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,294000,ENTER,0
17,,8:30:01,F,CIMB-GK SECURITIES PTE. LTD.,17-026500,17-0064504,LIM CHO BENG,0.025,,,,,,49975,GOLDTRON,GOLDTRON LIMITED,17,CIMB-GK SECURITIES PTE. LTD.,17-0064504,17-026500,CIMB-GK SECURITIES PTE. LTD.,4/26/2007,0.0125,Y,,,,,,,,,,,0,7326000,0.03,0.03,1999000,10770000,CIMB-GK,,715,,8:30:01,,,CIMB-GK SECURITIES PTE. LTD.,CIMB-GK,Bid,0 + 1999000,GOLDTRON LIMITED,,,,,,SGD,,,,1999000,1999000,715,,,,,,,,,715,,0.035,,-0.01,,,1999000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,1999000,ENTER,0
18,,8:30:01,F,UOB KAY HIAN PTE LTD,05-315100,05-0130393,LEONG KENG HUNG,,0.035,5,UOB KAY HIAN PTE LTD,05-0130393,05-315100,2450,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.0175,Y,,,,,UOB,,734,,8:30:01,,70000,7326000,0.03,0.03,0,10770000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 70000,GOLDTRON LIMITED,,,,,,SGD,,,,70000,70000,734,,,,,,,,,734,,0.035,,0,,,70000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,70000,ENTER,0
19,,8:30:01,F,DMG N PARTNERS SECURITIES P L,31-321600,31-0348418,TER K P ALLEN,,0.035,31,DMG N PARTNERS SECURITIES P L,31-0348418,31-321600,3500,GOLDTRON,GOLDTRON LIMITED,,,,,DMG N PARTNERS SECURITIES P L,4/26/2007,0.0175,Y,,,,,DMG,,832,,8:30:01,,100000,7396000,0.03,0.03,0,10770000,,,,,,,DMG N PARTNERS SECURITIES P L,,DMG,Ask,0 + 100000,GOLDTRON LIMITED,,,,,,SGD,,,,100000,100000,832,,,,,,,,,832,,0.035,,0,,,100000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,100000,ENTER,0
20,,8:30:01,F,UOB KAY HIAN PTE LTD,05-085900,05-0640213,KOH S M RICHARD,0.03,,,,,,16500,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-0640213,05-085900,UOB KAY HIAN PTE LTD,4/26/2007,0.015,Y,,,,,,,,,,,0,7496000,0.03,0.03,550000,10770000,UOB,,862,,8:30:01,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 550000,GOLDTRON LIMITED,,,,,,SGD,,,,550000,550000,862,,,,,,,,,862,,0.035,,-0.005,,,550000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,550000,ENTER,0
21,,8:30:01,F,LIM AND TAN SECURITIES PTE LTD,12-ZXX,12-0103523,12-ZXX,0.025,,,,,,12500,GOLDTRON,GOLDTRON LIMITED,12,LIM AND TAN SECURITIES PTE LTD,12-0103523,12-ZXX,LIM AND TAN SECURITIES PTE LTD,4/26/2007,0.0125,Y,,,,,,,,,,,0,7496000,0.03,0.03,500000,11320000,LIM,,872,,8:30:01,,,LIM AND TAN SECURITIES PTE LTD,LIM,Bid,0 + 500000,GOLDTRON LIMITED,,,,,,SGD,,,,500000,500000,872,,,,,,,,,872,,0.035,,-0.01,,,500000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,500000,ENTER,0
22,,8:30:01,F,CIMB-GK SECURITIES PTE. LTD.,17-006400,17-0640092,YONG CHOON MUN,,0.035,17,CIMB-GK SECURITIES PTE. LTD.,17-0640092,17-006400,70000,GOLDTRON,GOLDTRON LIMITED,,,,,CIMB-GK SECURITIES PTE. LTD.,4/26/2007,0.0175,Y,,,,,CIMB-GK,,920,,8:30:01,,2000000,7496000,0.03,0.03,0,11320000,,,,,,,CIMB-GK SECURITIES PTE. LTD.,,CIMB-GK,Ask,0 + 2000000,GOLDTRON LIMITED,,,,,,SGD,,,,2000000,2000000,920,,,,,,,,,920,,0.035,,0,,,2000000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,2000000,ENTER,0
23,,8:30:01,F,DBS VICKERS SECURITIES (S) PTE LTD,29-202800,29-0643233,LIM LIN SAN,,0.035,29,DBS VICKERS SECURITIES (S) PTE LTD,29-0643233,29-202800,20405,GOLDTRON,GOLDTRON LIMITED,,,,,DBS VICKERS SECURITIES (S) PTE LTD,4/26/2007,0.0175,Y,,,,,DBS,RA,995,,8:30:01,,583000,9496000,0.03,0.03,0,11320000,,,,,,,DBS VICKERS SECURITIES (S) PTE LTD,,DBS,Ask,0 + 583000,GOLDTRON LIMITED,,,,,,SGD,,,,583000,583000,995,,,RA,,,,,,995,,0.035,,0,,,583000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,583000,ENTER,0
24,,8:30:01,F,UOB KAY HIAN PTE LTD,05-ZXX,05-1127660,05-ZXX,0.03,,,,,,12990,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-1127660,05-ZXX,UOB KAY HIAN PTE LTD,4/26/2007,0.015,Y,,,,,,,,,,,0,10079000,0.03,0.03,433000,11320000,UOB,,1033,,8:30:01,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 433000,GOLDTRON LIMITED,,,,,,SGD,,,,433000,433000,1033,,,,,,,,,1033,,0.035,,-0.005,,,433000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:01,0,,433000,ENTER,0
25,,8:30:02,F,DMG N PARTNERS SECURITIES P L,31-ZXX,31-0064873,31-ZXX,0.03,,,,,,15390,GOLDTRON,GOLDTRON LIMITED,31,DMG N PARTNERS SECURITIES P L,31-0064873,31-ZXX,DMG N PARTNERS SECURITIES P L,4/26/2007,0.015,Y,,,,,,,,,,,0,10079000,0.03,0.03,513000,11753000,DMG,,1218,,8:30:02,,,DMG N PARTNERS SECURITIES P L,DMG,Bid,0 + 513000,GOLDTRON LIMITED,,,,,,SGD,,,,513000,513000,1218,,,,,,,,,1218,,0.035,,-0.005,,,513000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:02,0,,513000,ENTER,0
26,,8:30:02,F,DMG N PARTNERS SECURITIES P L,31-ZXX,31-0077771,31-ZXX,,0.035,31,DMG N PARTNERS SECURITIES P L,31-0077771,31-ZXX,7000,GOLDTRON,GOLDTRON LIMITED,,,,,DMG N PARTNERS SECURITIES P L,4/26/2007,0.0175,Y,,,,,DMG,,1251,,8:30:02,,200000,10079000,0.03,0.03,0,12266000,,,,,,,DMG N PARTNERS SECURITIES P L,,DMG,Ask,0 + 200000,GOLDTRON LIMITED,,,,,,SGD,,,,200000,200000,1251,,,,,,,,,1251,,0.035,,0,,,200000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:02,0,,200000,ENTER,0
27,,8:30:02,F,LIM AND TAN SECURITIES PTE LTD,12-ZXX,12-0113749,12-ZXX,,0.05,12,LIM AND TAN SECURITIES PTE LTD,12-0113749,12-ZXX,5000,GOLDTRON,GOLDTRON LIMITED,,,,,LIM AND TAN SECURITIES PTE LTD,4/26/2007,0.025,Y,,,,,LIM,,1268,,8:30:02,,100000,10279000,0.03,0.03,0,12266000,,,,,,,LIM AND TAN SECURITIES PTE LTD,,LIM,Ask,0 + 100000,GOLDTRON LIMITED,,,,,,SGD,,,,100000,100000,1268,,,,,,,,,1268,,0.035,,0.015,,,100000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:02,0,,100000,ENTER,0
28,,8:30:02,F,DMG N PARTNERS SECURITIES P L,31-ZXX,31-0048827,31-ZXX,0.025,,,,,,6400,GOLDTRON,GOLDTRON LIMITED,31,DMG N PARTNERS SECURITIES P L,31-0048827,31-ZXX,DMG N PARTNERS SECURITIES P L,4/26/2007,0.0125,Y,,,,,,,,,,,0,10279000,0.03,0.03,256000,12266000,DMG,,1320,,8:30:02,,,DMG N PARTNERS SECURITIES P L,DMG,Bid,0 + 256000,GOLDTRON LIMITED,,,,,,SGD,,,,256000,256000,1320,,,,,,,,,1320,,0.035,,-0.01,,,256000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:02,0,,256000,ENTER,0
29,,8:30:02,F,KIM ENG SECURITIES PTE. LTD.,21-063100,21-0138208,TAN CHENG TONG,,0.04,21,KIM ENG SECURITIES PTE. LTD.,21-0138208,21-063100,8600,GOLDTRON,GOLDTRON LIMITED,,,,,KIM ENG SECURITIES PTE. LTD.,4/26/2007,0.02,Y,,,,,KIM,,1327,,8:30:02,,215000,10279000,0.03,0.03,0,12266000,,,,,,,KIM ENG SECURITIES PTE. LTD.,,KIM,Ask,0 + 215000,GOLDTRON LIMITED,,,,,,SGD,,,,215000,215000,1327,,,,,,,,,1327,,0.035,,0.005,,,215000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:02,0,,215000,ENTER,0
30,,8:30:03,F,DMG N PARTNERS SECURITIES P L,31-ZXX,31-0206515,31-ZXX,0.025,,,,,,2500,GOLDTRON,GOLDTRON LIMITED,31,DMG N PARTNERS SECURITIES P L,31-0206515,31-ZXX,DMG N PARTNERS SECURITIES P L,4/26/2007,0.0125,Y,,,,,,,,,,,0,10279000,0.03,0.03,100000,12266000,DMG,,1699,,8:30:03,,,DMG N PARTNERS SECURITIES P L,DMG,Bid,0 + 100000,GOLDTRON LIMITED,,,,,,SGD,,,,100000,100000,1699,,,,,,,,,1699,,0.035,,-0.01,,,100000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,100000,ENTER,0
31,,8:30:03,F,OCBC SECURITIES PRIVATE LTD,28-652,28-0813793,LEOW CHIN CHOON,0.025,,,,,,5000,GOLDTRON,GOLDTRON LIMITED,28,OCBC SECURITIES PRIVATE LTD,28-0813793,28-652,OCBC SECURITIES PRIVATE LTD,4/26/2007,0.0125,Y,,,,,,,,,,,0,10279000,0.03,0.03,200000,12266000,OCBC,,1721,,8:30:03,,,OCBC SECURITIES PRIVATE LTD,OCBC,Bid,0 + 200000,GOLDTRON LIMITED,,,,,,SGD,,,,200000,200000,1721,,,,,,,,,1721,,0.035,,-0.01,,,200000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,200000,ENTER,0
32,,8:30:03,F,UOB KAY HIAN PTE LTD,05-ZXX,05-1336449,05-ZXX,0.02,,,,,,3000,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-1336449,05-ZXX,UOB KAY HIAN PTE LTD,4/26/2007,0.01,Y,,,,,,,,,,,0,10279000,0.03,0.03,150000,12266000,UOB,,1729,,8:30:03,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 150000,GOLDTRON LIMITED,,,,,,SGD,,,,150000,150000,1729,,,,,,,,,1729,,0.035,,-0.015,,,150000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,150000,ENTER,0
33,,8:30:03,F,OCBC SECURITIES PRIVATE LTD,28-652,28-0813793,LEOW CHIN CHOON,,0.045,28,OCBC SECURITIES PRIVATE LTD,28-0813793,28-652,9000,GOLDTRON,GOLDTRON LIMITED,,,,,OCBC SECURITIES PRIVATE LTD,4/26/2007,0.0225,Y,,,,,OCBC,,1736,,8:30:03,,200000,10279000,0.03,0.03,0,12266000,,,,,,,OCBC SECURITIES PRIVATE LTD,,OCBC,Ask,0 + 200000,GOLDTRON LIMITED,,,,,,SGD,,,,200000,200000,1736,,,,,,,,,1736,,0.035,,0.01,,,200000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,200000,ENTER,0
34,,8:30:03,F,OCBC SECURITIES PRIVATE LTD,28-632,28-0235908,GOH  HIN MUI,,0.035,28,OCBC SECURITIES PRIVATE LTD,28-0235908,28-632,1750,GOLDTRON,GOLDTRON LIMITED,,,,,OCBC SECURITIES PRIVATE LTD,4/26/2007,0.0175,Y,,,,,OCBC,,1818,,8:30:03,,50000,10279000,0.03,0.03,0,12266000,,,,,,,OCBC SECURITIES PRIVATE LTD,,OCBC,Ask,0 + 50000,GOLDTRON LIMITED,,,,,,SGD,,,,50000,50000,1818,,,,,,,,,1818,,0.035,,0,,,50000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,50000,ENTER,0
35,,8:30:03,F,FORTIS CLEARING SINGAPORE PTE LTD,36-ZCC,36-0005555,36-ZCC,0.025,,,,,,12500,GOLDTRON,GOLDTRON LIMITED,36,FORTIS CLEARING SINGAPORE PTE LTD,36-0005555,36-ZCC,FORTIS CLEARING SINGAPORE PTE LTD,4/26/2007,0.0125,Y,,,,,,,,,,,0,10329000,0.03,0.03,500000,12266000,FORTIS,,1883,,8:30:03,,,FORTIS CLEARING SINGAPORE PTE LTD,FORTIS,Bid,0 + 500000,GOLDTRON LIMITED,,,,,,SGD,,,,500000,500000,1883,,,,,,,,,1883,,0.035,,-0.01,,,500000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:03,0,,500000,ENTER,0
36,,8:30:05,F,UOB KAY HIAN PTE LTD,05-008100,05-0640242,NG YAN THO,,0.035,5,UOB KAY HIAN PTE LTD,05-0640242,05-008100,105000,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.0175,Y,,,,,UOB,,2297,,8:30:05,,3000000,10329000,0.03,0.03,0,12266000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 3000000,GOLDTRON LIMITED,,,,,,SGD,,,,3000000,3000000,2297,,,,,,,,,2297,,0.035,,0,,,3000000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:05,0,,3000000,ENTER,0
37,,8:30:06,F,UOB KAY HIAN PTE LTD,05-ZXX,05-2033724,05-ZXX,0.03,,,,,,3000,GOLDTRON,GOLDTRON LIMITED,5,UOB KAY HIAN PTE LTD,05-2033724,05-ZXX,UOB KAY HIAN PTE LTD,4/26/2007,0.015,Y,,,,,,,,,,,0,13329000,0.03,0.03,100000,12266000,UOB,,2511,,8:30:06,,,UOB KAY HIAN PTE LTD,UOB,Bid,0 + 100000,GOLDTRON LIMITED,,,,,,SGD,,,,100000,100000,2511,,,,,,,,,2511,,0.035,,-0.005,,,100000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:06,0,,100000,ENTER,0
38,,8:30:06,F,UOB KAY HIAN PTE LTD,05-ZXX,05-0357229,05-ZXX,,0.035,5,UOB KAY HIAN PTE LTD,05-0357229,05-ZXX,3500,GOLDTRON,GOLDTRON LIMITED,,,,,UOB KAY HIAN PTE LTD,4/26/2007,0.0175,Y,,,,,UOB,,2568,,8:30:06,,100000,13329000,0.03,0.03,0,12366000,,,,,,,UOB KAY HIAN PTE LTD,,UOB,Ask,0 + 100000,GOLDTRON LIMITED,,,,,,SGD,,,,100000,100000,2568,,,,,,,,,2568,,0.035,,0,,,100000,NoSession,,"0.005to1,0.01to10,0.02",,8:30:06,0,,100000,ENTER,0
