Date,Open,High,Low,Close,Adj Close,Volume
2006-02-23,0.04444,0.04444,0.04444,0.04444,0.04444,28
2006-02-24,0.04444,0.04444,0.04444,0.04444,0.04444,1881
2006-02-27,0.04444,0.04444,0.04444,0.04444,0.04444,107
2006-02-28,0.04444,0.06667,0.04444,0.06667,0.06667,321750
2006-03-01,0.06667,0.06667,0.04444,0.06667,0.06667,34
2006-03-02,0.04444,0.06667,0.04444,0.04444,0.04444,135225
2006-03-03,0.06667,0.06667,0.04444,0.04444,0.04444,3117150
2006-03-06,0.06667,0.06667,0.04444,0.04444,0.04444,34650
2006-03-07,0.06667,0.06667,0.04444,0.04444,0.04444,127350
2006-03-08,0.04444,0.04444,0.04444,0.04444,0.04444,236
2006-03-09,0.06667,0.06667,0.04444,0.04444,0.04444,632250
2006-03-10,0.06667,0.06667,0.04444,0.04444,0.04444,1913400
2006-03-13,0.04444,0.04444,0.04444,0.04444,0.04444,105
2006-03-14,0.04444,0.04444,0.04444,0.04444,0.04444,45
2006-03-15,0.04444,0.04444,0.04444,0.04444,0.04444,1
2006-03-16,0.04444,0.04444,0.04444,0.04444,0.04444,634
2006-03-17,0.04444,0.04444,0.04444,0.04444,0.04444,1275
2006-03-20,0.04444,0.06667,0.04444,0.04444,0.04444,969975
2006-03-21,0.06667,0.06667,0.04444,0.04444,0.04444,110475
2006-03-22,0.04444,0.04444,0.04444,0.04444,0.04444,91
2006-03-23,0.04444,0.04444,0.04444,0.04444,0.04444,123
2006-03-24,0.04444,0.06667,0.04444,0.06667,0.06667,103950
2006-03-27,0.04444,0.06667,0.04444,0.06667,0.06667,96750
2006-03-28,0.04444,0.06667,0.04444,0.06667,0.06667,362250
2006-03-29,0.06667,0.06667,0.04444,0.04444,0.04444,607050
2006-03-30,0.05556,0.08333,0.05556,0.05556,0.05556,0
2006-03-31,0.04444,0.04444,0.04444,0.04444,0.04444,80
2006-04-03,0.04444,0.06667,0.04444,0.06667,0.06667,326250
2006-04-04,0.06667,0.06667,0.06667,0.06667,0.06667,79
2006-04-05,0.04444,0.06667,0.04444,0.06667,0.06667,153450
2006-04-06,0.06667,0.06667,0.04444,0.06667,0.06667,432
2006-04-07,0.06667,0.06667,0.06667,0.06667,0.06667,1411
2006-04-10,0.06667,0.06667,0.04444,0.06667,0.06667,476
2006-04-11,0.06667,0.06667,0.06667,0.06667,0.06667,258
2006-04-12,0.04444,0.06667,0.04444,0.04444,0.04444,43200
2006-04-13,0.06667,0.06667,0.04444,0.06667,0.06667,108
2006-04-14,0.08333,0.08333,0.08333,0.08333,0.08333,0
2006-04-17,0.06667,0.06667,0.04444,0.06667,0.06667,63
2006-04-18,0.06667,0.06667,0.04444,0.06667,0.06667,1126
2006-04-19,0.06667,0.08889,0.06667,0.06667,0.06667,7364025
2006-04-20,0.06667,0.08889,0.06667,0.08889,0.08889,6833025
2006-04-21,0.08889,0.08889,0.06667,0.08889,0.08889,1360
2006-04-24,0.08889,0.08889,0.06667,0.08889,0.08889,958
2006-04-25,0.08889,0.11111,0.08889,0.08889,0.08889,16478325
2006-04-26,0.11111,0.11111,0.08889,0.11111,0.11111,3280725
2006-04-27,0.11111,0.11111,0.08889,0.11111,0.11111,8776
2006-04-28,0.11111,0.13333,0.08889,0.11111,0.11111,15336
2006-05-02,0.13333,0.22222,0.13333,0.2,0.2,68945400
2006-05-03,0.2,0.22222,0.15556,0.17778,0.17778,18106875
2006-05-04,0.15556,0.17778,0.13333,0.15556,0.15556,26703
2006-05-05,0.15556,0.15556,0.13333,0.15556,0.15556,7345
2006-05-08,0.15556,0.15556,0.13333,0.13333,0.13333,4058
2006-05-09,0.13333,0.15556,0.11111,0.13333,0.13333,21197
2006-05-10,0.13333,0.13333,0.11111,0.11111,0.11111,4581
2006-05-11,0.13333,0.15556,0.11111,0.13333,0.13333,7317
2006-05-12,0.16667,0.16667,0.16667,0.16667,0.16667,0
2006-05-15,0.13333,0.13333,0.11111,0.11111,0.11111,1453
2006-05-16,0.11111,0.13333,0.08889,0.11111,0.11111,17256
2006-05-17,0.11111,0.13333,0.11111,0.11111,0.11111,1284
2006-05-18,0.11111,0.13333,0.11111,0.11111,0.11111,5395725
2006-05-19,0.11111,0.13333,0.11111,0.11111,0.11111,2075850
2006-05-22,0.11111,0.13333,0.08889,0.11111,0.11111,5171
2006-05-23,0.11111,0.11111,0.08889,0.08889,0.08889,1062675
2006-05-24,0.11111,0.11111,0.11111,0.11111,0.11111,1998
2006-05-25,0.11111,0.11111,0.08889,0.08889,0.08889,330300
2006-05-26,0.11111,0.11111,0.08889,0.11111,0.11111,1323
2006-05-29,0.11111,0.11111,0.08889,0.11111,0.11111,1783800
2006-05-30,0.08889,0.11111,0.08889,0.11111,0.11111,68175
2006-05-31,0.11111,0.11111,0.08889,0.08889,0.08889,1058625
2006-06-01,0.08889,0.11111,0.08889,0.11111,0.11111,282375
2006-06-02,0.08889,0.11111,0.08889,0.08889,0.08889,235125
2006-06-05,0.08889,0.08889,0.08889,0.08889,0.08889,106
2006-06-06,0.11111,0.11111,0.08889,0.08889,0.08889,930600
2006-06-07,0.11111,0.11111,0.08889,0.08889,0.08889,245250
2006-06-08,0.08889,0.08889,0.08889,0.08889,0.08889,4799
2006-06-09,0.08889,0.11111,0.08889,0.08889,0.08889,1932975
2006-06-12,0.08889,0.11111,0.08889,0.11111,0.11111,497925
2006-06-13,0.08889,0.08889,0.08889,0.08889,0.08889,1485
2006-06-14,0.08889,0.08889,0.08889,0.08889,0.08889,421
2006-06-15,0.08889,0.08889,0.08889,0.08889,0.08889,1473
2006-06-16,0.08889,0.08889,0.08889,0.08889,0.08889,86
2006-06-19,0.08889,0.08889,0.08889,0.08889,0.08889,341
2006-06-20,0.08889,0.08889,0.08889,0.08889,0.08889,532
2006-06-21,0.11111,0.11111,0.08889,0.08889,0.08889,133425
2006-06-22,0.08889,0.08889,0.08889,0.08889,0.08889,339
2006-06-23,0.08889,0.08889,0.08889,0.08889,0.08889,197
2006-06-26,0.08889,0.11111,0.08889,0.11111,0.11111,301275
2006-06-27,0.11111,0.11111,0.08889,0.08889,0.08889,76500
2006-06-28,0.08889,0.11111,0.08889,0.11111,0.11111,158400
2006-06-29,0.08889,0.11111,0.08889,0.08889,0.08889,86400
2006-06-30,0.11111,0.11111,0.08889,0.08889,0.08889,160650
2006-07-03,0.08889,0.08889,0.08889,0.08889,0.08889,64
2006-07-04,0.08889,0.11111,0.08889,0.11111,0.11111,10800
2006-07-05,0.08889,0.08889,0.08889,0.08889,0.08889,1444
2006-07-06,0.08889,0.08889,0.08889,0.08889,0.08889,233
2006-07-07,0.08889,0.08889,0.08889,0.08889,0.08889,104
2006-07-10,0.08889,0.08889,0.08889,0.08889,0.08889,198
2006-07-11,0.08889,0.11111,0.08889,0.08889,0.08889,285750
2006-07-12,0.08889,0.08889,0.08889,0.08889,0.08889,240
2006-07-13,0.08889,0.08889,0.08889,0.08889,0.08889,83
2006-07-14,0.08889,0.08889,0.08889,0.08889,0.08889,1322
2006-07-17,0.08889,0.08889,0.06667,0.08889,0.08889,602
2006-07-18,0.06667,0.08889,0.06667,0.08889,0.08889,397800
2006-07-19,0.08889,0.08889,0.06667,0.08889,0.08889,745
2006-07-20,0.08889,0.11111,0.06667,0.08889,0.08889,683325
2006-07-21,0.08889,0.08889,0.08889,0.08889,0.08889,457
2006-07-24,0.08889,0.08889,0.08889,0.08889,0.08889,158
2006-07-25,0.08889,0.08889,0.08889,0.08889,0.08889,315
2006-07-26,0.08889,0.08889,0.08889,0.08889,0.08889,85500
2006-07-27,0.08889,0.08889,0.06667,0.08889,0.08889,427050
2006-07-28,0.08889,0.08889,0.06667,0.08889,0.08889,326
2006-07-31,0.08889,0.08889,0.08889,0.08889,0.08889,175
2006-08-01,0.11111,0.11111,0.06667,0.08889,0.08889,111375
